TripID,Jounery_Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
54469,2024-12-12,RAJIV CHOWK,PRAGATI MAIDAN,1.29,54.5,61.16,23,Smart Card,peak
37962,2022-04-25,NOIDA CITY CENTRE,NOIDA CITY CENTRE,7.51,142.84,26.24,15,Smart Card,festival
36629,2024-05-06,INDERLOK,BARAKHAMBA ROAD,6.75,78.36,47.89,29,Tourist Card,weekend
89304,2023-07-30,KASHMERE GATE,MANDI HOUSE,3.85,114.17,56.28,17,Smart Card,maintenance
90793,2022-07-22,RAJIV CHOWK,SHIVAJI PARK,5.24,190.14,7.43,30,Smart Card,festival
34652,2024-02-29,JASOLA VIHAR,KALKAJI MANDIR,13.34,32.96,83.78,21,Tourist Card,festival
41442,2022-04-19,KALKAJI MANDIR,AIIMS,0.8,10.16,77.69,27,Single,festival
108933,2024-04-14,LAXMI NAGAR,HAUZ KHAS,2.13,160.61,5.35,23,Smart Card,weekend
119584,2024-03-10,CENTRAL SECRETARIAT,JASOLA VIHAR,9.67,141.99,14.75,27,Tourist Card,off-peak
37588,2024-04-18,RAJOURI GARDEN,INDERLOK,3.41,157.0,29.58,21,Tourist Card,festival
126645,2023-09-21,NEW DELHI,INDERLOK,8.24,194.8,108.37,15,Smart Card,weekend
48877,2024-12-16,CENTRAL SECRETARIAT,NETAJI SUBHASH PLACE,4.32,107.21,64.63,19,Smart Card,off-peak
16253,2022-04-17,RAJIV CHOWK,RAJOURI GARDEN,3.23,116.2,19.06,24,Tourist Card,weekend
87798,2023-02-25,NOIDA CITY CENTRE,NEW DELHI,2.18,26.51,72.43,15,Smart Card,maintenance
106771,2023-11-01,CHANDNI CHOWK,BARAKHAMBA ROAD,10.04,166.67,58.77,22,Tourist Card,peak
42356,2022-12-16,NOIDA CITY CENTRE,JANAKPURI WEST,10.3,26.25,73.88,22,Tourist Card,peak
73559,2023-11-02,INDERLOK,BARAKHAMBA ROAD,8.11,38.45,70.73,32,Tourist Card,festival
1957,2023-12-05,RAJIV CHOWK,JASOLA VIHAR,0.6900000000000001,197.3,21.92,24,Single,maintenance
118870,2022-05-07,JANAKPURI WEST,NETAJI SUBHASH PLACE,9.15,91.67,107.33,22,Tourist Card,festival
65715,2023-08-31,NOIDA CITY CENTRE,LAXMI NAGAR,1.71,11.7,48.41,24,Single,festival
123523,2022-10-18,CENTRAL SECRETARIAT,KALKAJI MANDIR,6.39,73.5,115.99,23,Single,festival
26242,2023-10-31,AIIMS,KIRTI NAGAR,6.34,150.68,69.53,23,Tourist Card,maintenance
41664,2023-02-20,DILSHAD GARDEN,SHIVAJI PARK,7.6,195.64,119.85,18,Single,festival
133048,2024-03-20,RAJIV CHOWK,INDERLOK,1.77,88.7,98.04,20,Tourist Card,maintenance
70461,2022-01-06,RAJIV CHOWK,DILSHAD GARDEN,6.18,142.53,65.98,20,Tourist Card,peak
4156,2022-01-15,NOIDA CITY CENTRE,AIIMS,1.51,162.74,19.06,22,Tourist Card,weekend
138944,2024-06-27,MANDI HOUSE,KALKAJI MANDIR,12.13,115.5,77.8,17,Tourist Card,weekend
118518,2022-06-02,KASHMERE GATE,OLD DELHI,9.44,40.33,23.16,14,Single,maintenance
82127,2024-11-24,HAUZ KHAS,MODEL TOWN,4.38,143.1,105.03,22,Tourist Card,weekend
2168,2022-05-19,NOIDA CITY CENTRE,LAXMI NAGAR,14.14,182.69,108.07,25,Tourist Card,festival
64293,2022-06-12,HAUZ KHAS,NEW DELHI,2.8200000000000003,141.33,84.49,19,Tourist Card,peak
11447,2024-09-08,MANDI HOUSE,OLD DELHI,3.85,84.88,54.81,17,Smart Card,maintenance
78758,2022-03-03,RAJOURI GARDEN,KASHMERE GATE,13.68,51.92,72.37,12,Single,off-peak
111785,2023-10-01,RAJIV CHOWK,JANAKPURI WEST,0.99,156.75,40.21,13,Tourist Card,peak
51964,2023-03-09,NOIDA CITY CENTRE,AIIMS,5.59,22.17,100.76,17,Single,weekend
141256,2024-09-19,NOIDA CITY CENTRE,JASOLA VIHAR,5.0,25.57,114.25,28,Tourist Card,festival
83675,2023-12-26,RAJIV CHOWK,KALKAJI MANDIR,0.7000000000000001,190.83,96.56,16,Tourist Card,festival
43491,2023-02-16,AIIMS,NETAJI SUBHASH PLACE,2.7800000000000002,68.98,95.99,23,Single,maintenance
583,2023-06-24,RAJIV CHOWK,HAUZ KHAS,8.35,111.47,117.59,17,Single,maintenance
23038,2023-09-21,RAJIV CHOWK,NETAJI SUBHASH PLACE,2.91,17.53,52.02,28,Smart Card,festival
102002,2022-10-08,RAJOURI GARDEN,AIIMS,11.04,39.79,64.73,11,Tourist Card,weekend
99681,2023-10-20,NEW DELHI,RAJIV CHOWK,6.72,15.76,110.14,21,Smart Card,festival
21624,2023-09-18,NOIDA CITY CENTRE,KASHMERE GATE,9.02,49.98,100.27,24,Tourist Card,maintenance
5179,2023-08-13,MANDI HOUSE,NEW DELHI,4.23,166.64,72.94,12,Smart Card,peak
2592,2024-05-30,INDERLOK,CENTRAL SECRETARIAT,10.28,144.76,76.61,16,Tourist Card,maintenance
23144,2024-09-04,MANDI HOUSE,AIIMS,2.07,25.73,16.59,29,Single,off-peak
103395,2024-01-23,DILSHAD GARDEN,KIRTI NAGAR,2.96,17.43,46.45,15,Tourist Card,weekend
62222,2022-11-03,MANDI HOUSE,NETAJI SUBHASH PLACE,1.0,28.41,23.41,22,Tourist Card,festival
31608,2023-02-12,NOIDA CITY CENTRE,MODEL TOWN,21.1,59.1,44.12,17,Tourist Card,festival
27862,2024-06-17,CENTRAL SECRETARIAT,JASOLA VIHAR,1.17,144.7,102.32,21,Single,festival
115866,2023-07-25,MANDI HOUSE,NETAJI SUBHASH PLACE,3.44,159.7,66.57,17,Tourist Card,festival
12322,2024-11-27,KASHMERE GATE,INDERLOK,32.52,178.67,88.24,25,Tourist Card,off-peak
45952,2022-09-05,KASHMERE GATE,KIRTI NAGAR,0.9,74.01,99.88,12,Tourist Card,off-peak
3305,2022-08-30,MANDI HOUSE,NOIDA CITY CENTRE,2.02,15.61,119.65,22,Tourist Card,peak
23527,2023-10-06,RAJIV CHOWK,NOIDA CITY CENTRE,11.29,185.15,21.68,23,Single,festival
63688,2023-03-06,RAJOURI GARDEN,KIRTI NAGAR,1.53,125.44,68.31,11,Single,peak
6731,2023-05-19,MANDI HOUSE,BARAKHAMBA ROAD,2.95,105.94,90.06,17,Single,off-peak
123832,2022-12-16,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,5.36,14.56,42.8,15,Tourist Card,peak
109677,2024-12-10,CHANDNI CHOWK,RAJIV CHOWK,3.75,63.57,89.35,19,Tourist Card,weekend
43798,2022-03-16,NOIDA CITY CENTRE,PUNJABI BAGH,19.19,138.04,109.79,22,Tourist Card,festival
69743,2023-05-28,KASHMERE GATE,OLD DELHI,6.55,134.45,34.52,16,Tourist Card,maintenance
92926,2024-03-15,RAJIV CHOWK,NEW DELHI,5.2,188.67,116.23,19,Smart Card,weekend
132719,2024-08-26,NEW DELHI,NOIDA CITY CENTRE,1.27,69.14,5.6,19,Tourist Card,weekend
108849,2024-02-16,RAJIV CHOWK,PRAGATI MAIDAN,1.18,171.87,19.69,23,Tourist Card,off-peak
112228,2023-07-26,NOIDA CITY CENTRE,INDERLOK,0.71,187.1,7.04,28,Tourist Card,weekend
88024,2024-05-17,INDERLOK,CHANDNI CHOWK,2.14,20.38,108.99,15,Smart Card,maintenance
74029,2024-08-01,HAUZ KHAS,KALKAJI MANDIR,0.54,128.68,21.34,19,Tourist Card,festival
43333,2022-11-23,RAJIV CHOWK,PRAGATI MAIDAN,15.26,182.13,57.76,21,Smart Card,peak
5985,2022-06-06,RAJIV CHOWK,OLD DELHI,5.92,148.74,93.91,18,Single,festival
44702,2024-09-12,NOIDA CITY CENTRE,CENTRAL SECRETARIAT,3.5700000000000003,110.62,20.31,23,Tourist Card,maintenance
72585,2023-07-28,CENTRAL SECRETARIAT,HAUZ KHAS,1.97,78.11,109.58,17,Tourist Card,weekend
70162,2022-05-31,LAXMI NAGAR,AIIMS,6.06,11.73,95.52,20,Smart Card,festival
78528,2023-10-11,RAJIV CHOWK,RAJIV CHOWK,5.3,155.95,69.61,15,Single,festival
44356,2022-05-08,RAJOURI GARDEN,LAXMI NAGAR,2.5300000000000002,102.24,100.03,19,Tourist Card,peak
144679,2024-11-12,INDERLOK,LAXMI NAGAR,12.61,65.37,88.71,14,Single,weekend
89482,2024-11-04,JANAKPURI WEST,MANDI HOUSE,3.85,173.79,70.06,16,Single,maintenance
116791,2022-12-15,CHANDNI CHOWK,OLD DELHI,6.86,99.02,115.81,20,Single,festival
118186,2023-02-10,HAUZ KHAS,NETAJI SUBHASH PLACE,3.79,198.35,73.56,28,Smart Card,maintenance
12187,2024-02-09,NOIDA CITY CENTRE,OLD DELHI,5.58,199.29,21.23,18,Tourist Card,festival
111603,2024-12-12,RAJIV CHOWK,MODEL TOWN,2.92,184.06,119.52,23,Smart Card,maintenance
23598,2022-04-15,LAXMI NAGAR,JASOLA VIHAR,1.32,149.4,114.36,21,Tourist Card,off-peak
121109,2023-04-07,RAJIV CHOWK,CENTRAL SECRETARIAT,4.33,13.5,77.19,17,Smart Card,peak
142214,2022-12-26,NEW DELHI,INDERLOK,18.38,25.6,96.76,23,Single,maintenance
36504,2022-03-14,NOIDA CITY CENTRE,CHANDNI CHOWK,9.52,88.36,15.05,17,Smart Card,maintenance
84548,2024-12-19,NEW DELHI,RAJOURI GARDEN,14.04,38.85,94.21,21,Tourist Card,weekend
58042,2023-11-24,MODEL TOWN,OLD DELHI,3.75,120.96,16.49,17,Smart Card,maintenance
137134,2022-05-09,MANDI HOUSE,AIIMS,3.25,31.13,89.32,19,Single,off-peak
137751,2023-11-09,JASOLA VIHAR,KIRTI NAGAR,19.81,185.38,88.12,29,Smart Card,festival
79576,2024-09-26,NOIDA CITY CENTRE,NEW DELHI,6.44,172.53,38.45,16,Smart Card,weekend
105394,2024-06-16,JASOLA VIHAR,AIIMS,5.43,40.9,51.58,16,Tourist Card,peak
130796,2023-08-04,NOIDA CITY CENTRE,INDERLOK,1.55,53.61,102.09,16,Tourist Card,festival
51887,2022-05-20,CHANDNI CHOWK,NOIDA CITY CENTRE,2.55,84.49,20.2,20,Smart Card,weekend
108690,2024-07-11,NOIDA CITY CENTRE,JASOLA VIHAR,3.2,121.76,83.06,23,Single,festival
8504,2024-11-30,CHANDNI CHOWK,INDERLOK,8.84,167.61,55.29,16,Smart Card,peak
22726,2024-06-23,NOIDA CITY CENTRE,LAXMI NAGAR,2.7800000000000002,189.56,87.58,17,Tourist Card,peak
149097,2023-06-26,JASOLA VIHAR,CENTRAL SECRETARIAT,1.58,159.61,72.99,20,Tourist Card,festival
61372,2024-02-01,NOIDA CITY CENTRE,INDERLOK,2.31,78.04,117.18,24,Smart Card,off-peak
87717,2022-10-25,LAXMI NAGAR,HAUZ KHAS,4.66,16.05,44.07,14,Tourist Card,peak
141596,2023-07-23,MANDI HOUSE,MANDI HOUSE,1.6400000000000001,129.94,24.41,29,Single,festival
55092,2023-12-31,NOIDA CITY CENTRE,INDERLOK,0.85,121.07,68.96,17,Tourist Card,peak
122264,2023-06-01,RAJOURI GARDEN,KALKAJI MANDIR,13.89,101.56,77.09,18,Smart Card,weekend
102286,2023-01-03,INDERLOK,CENTRAL SECRETARIAT,9.92,109.2,45.62,21,Tourist Card,peak
136282,2023-02-06,INDERLOK,CENTRAL SECRETARIAT,18.27,60.86,109.47,18,Single,festival
2153,2024-02-19,INDERLOK,MANDI HOUSE,7.86,133.47,22.72,20,Tourist Card,maintenance
97609,2024-04-06,DILSHAD GARDEN,LAXMI NAGAR,0.56,40.95,28.02,23,Smart Card,weekend
116098,2023-11-14,NOIDA CITY CENTRE,PUNJABI BAGH,4.42,110.48,64.84,18,Tourist Card,peak
77728,2023-12-09,DILSHAD GARDEN,BARAKHAMBA ROAD,2.51,141.45,51.0,28,Tourist Card,festival
134900,2022-06-08,LAXMI NAGAR,NOIDA CITY CENTRE,1.23,143.66,58.05,20,Tourist Card,off-peak
144477,2023-05-04,MANDI HOUSE,KALKAJI MANDIR,2.88,161.28,81.56,26,Tourist Card,festival
111413,2024-10-01,NOIDA CITY CENTRE,RAJOURI GARDEN,2.07,152.72,102.1,22,Single,weekend
50240,2022-02-23,MANDI HOUSE,KALKAJI MANDIR,3.06,131.27,16.97,23,Tourist Card,festival
32709,2022-08-14,CENTRAL SECRETARIAT,AIIMS,5.57,138.54,29.33,23,Tourist Card,festival
71573,2022-08-04,DILSHAD GARDEN,INDERLOK,0.51,102.81,85.3,13,Tourist Card,festival
130874,2023-05-30,CENTRAL SECRETARIAT,PRAGATI MAIDAN,0.9500000000000001,92.29,116.78,15,Tourist Card,maintenance
93814,2023-10-30,HAUZ KHAS,SHIVAJI PARK,10.91,68.59,118.64,23,Single,maintenance
97232,2023-06-20,RAJIV CHOWK,KASHMERE GATE,0.9500000000000001,24.31,33.04,23,Single,peak
95754,2024-05-26,LAXMI NAGAR,AIIMS,4.83,36.86,97.03,28,Single,maintenance
2535,2024-03-18,JANAKPURI WEST,RAJOURI GARDEN,4.54,91.25,75.39,19,Tourist Card,festival
102143,2024-05-14,KASHMERE GATE,MANDI HOUSE,4.4,11.14,56.0,14,Tourist Card,peak
63786,2023-02-03,HAUZ KHAS,NETAJI SUBHASH PLACE,8.12,101.93,5.85,16,Tourist Card,festival
2519,2024-01-24,RAJIV CHOWK,KASHMERE GATE,30.0,111.81,13.68,15,Smart Card,festival
136930,2022-02-04,NOIDA CITY CENTRE,KALKAJI MANDIR,1.3900000000000001,179.47,33.67,24,Tourist Card,festival
35488,2022-08-16,JASOLA VIHAR,BARAKHAMBA ROAD,6.34,47.81,113.51,27,Tourist Card,off-peak
116253,2024-07-26,AIIMS,RAJIV CHOWK,6.1,136.58,111.62,20,Tourist Card,peak
126006,2023-05-25,NEW DELHI,MANDI HOUSE,2.31,144.92,115.34,24,Single,weekend
66463,2024-04-28,AIIMS,PUNJABI BAGH,2.62,95.44,115.88,23,Smart Card,festival
22564,2024-02-20,NEW DELHI,NOIDA CITY CENTRE,4.11,139.15,86.63,18,Single,off-peak
8296,2024-07-10,AIIMS,BARAKHAMBA ROAD,1.37,157.34,32.28,12,Tourist Card,off-peak
83158,2023-05-23,RAJOURI GARDEN,BARAKHAMBA ROAD,11.76,79.41,5.35,21,Tourist Card,festival
110062,2024-01-18,NOIDA CITY CENTRE,KIRTI NAGAR,4.69,195.24,18.74,21,Smart Card,festival
125710,2023-08-31,RAJIV CHOWK,SHIVAJI PARK,1.57,89.09,89.15,19,Tourist Card,festival
98694,2022-09-21,HAUZ KHAS,OLD DELHI,4.44,25.5,109.44,12,Single,peak
66502,2023-01-23,NOIDA CITY CENTRE,JASOLA VIHAR,2.26,199.93,45.66,19,Smart Card,off-peak
1930,2022-03-13,INDERLOK,KALKAJI MANDIR,1.6400000000000001,36.49,17.7,21,Smart Card,weekend
60171,2024-03-06,AIIMS,NEW DELHI,1.4,54.94,83.5,15,Tourist Card,peak
7320,2024-11-05,RAJIV CHOWK,RAJOURI GARDEN,4.89,125.02,48.02,27,Single,off-peak
68421,2022-12-18,KALKAJI MANDIR,RAJIV CHOWK,14.0,28.25,62.68,26,Tourist Card,festival
126404,2024-04-25,LAXMI NAGAR,NETAJI SUBHASH PLACE,0.85,197.37,64.96,28,Smart Card,weekend
109302,2024-09-12,RAJIV CHOWK,MANDI HOUSE,5.62,104.07,89.28,30,Smart Card,festival
48833,2023-07-06,JASOLA VIHAR,MANDI HOUSE,7.6,85.15,108.99,21,Single,maintenance
58461,2023-05-31,RAJIV CHOWK,JANAKPURI WEST,1.5899999999999999,78.04,43.12,18,Smart Card,festival
21223,2024-07-20,MANDI HOUSE,INDERLOK,2.74,48.39,116.34,27,Tourist Card,off-peak
67748,2022-02-24,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,1.6099999999999999,42.48,91.91,20,Single,peak
8444,2023-04-01,LAXMI NAGAR,RAJOURI GARDEN,0.9400000000000001,95.9,108.53,17,Tourist Card,weekend
45094,2024-10-15,MODEL TOWN,NOIDA CITY CENTRE,0.9,129.83,45.04,23,Single,festival
38407,2024-06-17,MANDI HOUSE,KIRTI NAGAR,14.25,84.26,106.49,18,Tourist Card,peak
75900,2024-01-28,RAJIV CHOWK,BARAKHAMBA ROAD,13.92,129.69,31.03,22,Single,festival
45369,2023-12-13,LAXMI NAGAR,OLD DELHI,1.37,118.73,43.96,20,Smart Card,festival
75802,2022-06-26,MANDI HOUSE,NOIDA CITY CENTRE,7.8100000000000005,165.13,47.22,18,Tourist Card,festival
47717,2024-11-08,CHANDNI CHOWK,DILSHAD GARDEN,8.04,76.19,13.58,24,Tourist Card,festival
62866,2023-05-15,AIIMS,SHIVAJI PARK,6.97,71.63,104.46,12,Single,peak
98499,2024-03-27,MANDI HOUSE,OLD DELHI,1.19,160.99,34.95,23,Smart Card,peak
43494,2022-08-07,INDERLOK,NOIDA CITY CENTRE,1.07,154.69,46.82,20,Tourist Card,weekend
29522,2023-12-23,DILSHAD GARDEN,MANDI HOUSE,4.46,155.48,101.62,18,Tourist Card,maintenance
82281,2024-04-21,MODEL TOWN,BARAKHAMBA ROAD,7.59,195.12,45.93,17,Tourist Card,peak
56344,2022-01-01,RAJIV CHOWK,MANDI HOUSE,13.5,191.72,54.25,16,Single,off-peak
119716,2024-05-26,RAJIV CHOWK,CENTRAL SECRETARIAT,1.65,74.1,97.5,17,Smart Card,maintenance
65397,2023-11-03,AIIMS,BARAKHAMBA ROAD,8.66,74.69,44.91,19,Smart Card,festival
40394,2024-03-17,NOIDA CITY CENTRE,JANAKPURI WEST,17.28,180.13,88.44,20,Tourist Card,maintenance
135928,2022-03-23,KASHMERE GATE,JANAKPURI WEST,10.52,98.23,49.84,23,Tourist Card,festival
120654,2023-12-05,MANDI HOUSE,BARAKHAMBA ROAD,2.2,111.3,80.12,23,Single,maintenance
135225,2024-09-05,MODEL TOWN,HAUZ KHAS,3.4,58.77,90.56,17,Single,peak
139750,2022-05-28,HAUZ KHAS,INDERLOK,2.49,47.15,106.82,14,Tourist Card,festival
16219,2024-12-09,HAUZ KHAS,DILSHAD GARDEN,5.65,113.2,58.22,23,Tourist Card,peak
138192,2024-09-24,NOIDA CITY CENTRE,LAXMI NAGAR,1.7000000000000002,107.32,45.84,15,Tourist Card,weekend
78288,2024-05-03,MANDI HOUSE,MANDI HOUSE,14.06,184.31,38.2,21,Single,off-peak
8969,2023-09-18,AIIMS,RAJIV CHOWK,3.83,146.42,112.48,14,Tourist Card,off-peak
47507,2024-07-09,INDERLOK,KASHMERE GATE,9.53,196.74,48.68,19,Tourist Card,maintenance
131385,2022-08-23,RAJIV CHOWK,JANAKPURI WEST,0.84,50.7,49.1,19,Tourist Card,maintenance
73581,2023-12-04,HAUZ KHAS,MANDI HOUSE,7.12,161.18,79.08,16,Single,festival
140265,2023-04-15,NOIDA CITY CENTRE,AIIMS,2.48,177.27,48.52,15,Tourist Card,festival
15636,2022-01-29,LAXMI NAGAR,CHANDNI CHOWK,0.76,183.9,83.27,19,Smart Card,festival
96696,2023-11-06,JANAKPURI WEST,NETAJI SUBHASH PLACE,3.56,91.16,119.68,15,Tourist Card,festival
112624,2023-10-31,JASOLA VIHAR,KIRTI NAGAR,3.62,153.35,52.59,12,Single,maintenance
33032,2024-02-29,RAJIV CHOWK,RAJIV CHOWK,1.78,60.91,18.78,19,Tourist Card,weekend
37148,2024-11-24,NOIDA CITY CENTRE,LAXMI NAGAR,0.76,180.79,78.54,20,Tourist Card,weekend
81458,2024-05-20,INDERLOK,AIIMS,8.29,96.27,30.98,17,Tourist Card,peak
100802,2023-05-05,HAUZ KHAS,SHIVAJI PARK,4.52,87.56,34.89,28,Tourist Card,off-peak
95185,2023-12-18,MANDI HOUSE,AIIMS,2.75,80.72,98.91,19,Smart Card,festival
125441,2023-03-17,NEW DELHI,HAUZ KHAS,9.48,123.03,31.48,17,Single,maintenance
54612,2023-04-22,MANDI HOUSE,KASHMERE GATE,16.03,18.59,95.27,20,Tourist Card,festival
46946,2023-07-01,MANDI HOUSE,BARAKHAMBA ROAD,4.74,95.87,116.32,18,Single,peak
13459,2024-12-20,CENTRAL SECRETARIAT,KIRTI NAGAR,3.48,153.53,116.36,17,Smart Card,maintenance
57832,2023-01-23,HAUZ KHAS,AIIMS,3.11,118.73,16.43,18,Tourist Card,weekend
7460,2022-10-09,NEW DELHI,MANDI HOUSE,10.91,23.42,108.51,18,Tourist Card,festival
148263,2022-03-13,NOIDA CITY CENTRE,SHIVAJI PARK,11.3,49.84,111.05,21,Smart Card,festival
1742,2024-03-14,KALKAJI MANDIR,NOIDA CITY CENTRE,6.8100000000000005,135.64,98.13,17,Smart Card,off-peak
82846,2022-08-08,NOIDA CITY CENTRE,MODEL TOWN,3.11,94.17,30.25,20,Single,maintenance
53631,2022-03-11,CENTRAL SECRETARIAT,NOIDA CITY CENTRE,4.32,179.44,31.58,18,Tourist Card,peak
146837,2022-08-01,KALKAJI MANDIR,KASHMERE GATE,8.1,19.43,12.03,30,Tourist Card,festival
263,2022-06-03,NOIDA CITY CENTRE,SHIVAJI PARK,4.4,160.49,66.59,21,Smart Card,peak
86195,2022-04-06,JASOLA VIHAR,OLD DELHI,8.14,97.42,108.57,12,Smart Card,festival
107499,2022-09-23,INDERLOK,JANAKPURI WEST,9.59,37.3,70.7,20,Tourist Card,off-peak
37073,2023-06-05,KASHMERE GATE,NETAJI SUBHASH PLACE,16.98,146.12,85.56,25,Single,off-peak
132175,2024-07-14,AIIMS,PRAGATI MAIDAN,1.29,155.76,92.13,22,Single,festival
136435,2022-08-23,KASHMERE GATE,AIIMS,9.99,114.87,46.64,20,Tourist Card,peak
81746,2022-01-09,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,1.35,189.19,107.92,18,Smart Card,festival
8567,2024-10-03,JASOLA VIHAR,INDERLOK,2.7800000000000002,196.11,51.72,23,Single,maintenance
21672,2023-10-25,CHANDNI CHOWK,INDERLOK,12.58,159.62,50.48,18,Smart Card,festival
89096,2023-02-14,JASOLA VIHAR,RAJOURI GARDEN,15.64,74.44,8.73,26,Single,festival
143503,2023-06-18,INDERLOK,PRAGATI MAIDAN,5.94,128.43,98.65,27,Smart Card,weekend
142344,2024-10-26,CHANDNI CHOWK,INDERLOK,7.11,169.71,34.18,19,Smart Card,off-peak
21432,2024-08-21,LAXMI NAGAR,AIIMS,5.47,123.64,5.68,20,Smart Card,weekend
130443,2022-01-15,HAUZ KHAS,LAXMI NAGAR,1.71,43.71,52.95,14,Tourist Card,festival
103870,2023-05-17,NOIDA CITY CENTRE,KASHMERE GATE,18.12,82.32,16.54,20,Smart Card,off-peak
71288,2023-05-31,NEW DELHI,JASOLA VIHAR,24.55,112.08,101.08,18,Single,festival
82487,2024-01-03,JASOLA VIHAR,CHANDNI CHOWK,22.05,150.49,44.6,20,Tourist Card,festival
91074,2023-07-16,LAXMI NAGAR,RAJOURI GARDEN,17.13,193.35,30.51,13,Tourist Card,peak
118526,2023-04-24,MANDI HOUSE,CHANDNI CHOWK,1.21,177.37,99.92,19,Smart Card,weekend
141635,2022-09-28,KASHMERE GATE,NETAJI SUBHASH PLACE,5.33,135.36,104.25,21,Tourist Card,peak
28622,2023-06-11,CHANDNI CHOWK,NETAJI SUBHASH PLACE,2.44,20.78,48.7,22,Single,peak
118299,2022-07-28,RAJIV CHOWK,PRAGATI MAIDAN,2.63,180.02,24.73,15,Smart Card,peak
74847,2022-08-09,KASHMERE GATE,KIRTI NAGAR,3.46,72.29,15.31,27,Tourist Card,festival
120220,2024-10-24,KALKAJI MANDIR,NEW DELHI,0.56,112.01,25.67,31,Tourist Card,festival
33888,2022-12-31,DILSHAD GARDEN,NOIDA CITY CENTRE,2.6,24.58,82.54,18,Tourist Card,peak
100227,2022-11-27,INDERLOK,RAJIV CHOWK,0.71,117.23,65.09,13,Tourist Card,festival
124471,2023-01-31,NOIDA CITY CENTRE,RAJOURI GARDEN,3.37,34.39,106.53,18,Tourist Card,weekend
122519,2022-12-14,NOIDA CITY CENTRE,DILSHAD GARDEN,1.76,98.4,51.97,21,Smart Card,festival
122764,2022-04-04,RAJIV CHOWK,CHANDNI CHOWK,7.29,129.55,22.25,15,Tourist Card,maintenance
57668,2024-04-25,NEW DELHI,DILSHAD GARDEN,4.65,105.2,103.86,24,Smart Card,weekend
2202,2022-05-02,INDERLOK,NOIDA CITY CENTRE,0.91,55.21,94.4,22,Tourist Card,off-peak
103677,2022-11-23,INDERLOK,RAJOURI GARDEN,12.46,199.87,106.55,23,Tourist Card,peak
37106,2022-01-06,MODEL TOWN,JANAKPURI WEST,6.99,71.69,11.05,23,Smart Card,festival
107752,2024-05-29,AIIMS,KASHMERE GATE,4.41,91.03,11.6,26,Tourist Card,maintenance
8292,2024-01-30,RAJIV CHOWK,SHIVAJI PARK,4.13,73.4,18.52,19,Smart Card,weekend
18676,2023-07-08,HAUZ KHAS,NEW DELHI,1.54,144.41,51.58,20,Tourist Card,off-peak
63823,2024-02-09,MODEL TOWN,AIIMS,2.83,104.44,78.35,13,Tourist Card,festival
107608,2023-10-05,RAJIV CHOWK,KASHMERE GATE,5.91,190.18,18.71,19,Single,festival
78615,2022-06-13,JASOLA VIHAR,CENTRAL SECRETARIAT,7.67,189.12,8.62,36,Tourist Card,maintenance
67317,2023-09-25,RAJIV CHOWK,CENTRAL SECRETARIAT,17.03,87.9,95.8,20,Smart Card,festival
55970,2022-07-09,DILSHAD GARDEN,INDERLOK,0.87,27.52,71.19,17,Smart Card,peak
61976,2022-07-12,RAJIV CHOWK,INDERLOK,5.82,84.2,102.45,23,Tourist Card,weekend
92070,2023-01-25,NOIDA CITY CENTRE,LAXMI NAGAR,6.98,90.95,90.02,30,Tourist Card,peak
118830,2022-02-04,MANDI HOUSE,LAXMI NAGAR,1.13,109.39,55.22,23,Tourist Card,maintenance
145217,2022-09-13,CHANDNI CHOWK,MODEL TOWN,5.34,93.68,62.24,18,Single,festival
25684,2022-11-11,KALKAJI MANDIR,CENTRAL SECRETARIAT,5.03,195.53,18.93,23,Tourist Card,weekend
148473,2022-03-22,LAXMI NAGAR,MANDI HOUSE,10.6,43.37,99.63,30,Single,weekend
123817,2023-08-30,JASOLA VIHAR,NOIDA CITY CENTRE,8.35,138.53,82.19,17,Tourist Card,off-peak
93337,2022-05-20,CENTRAL SECRETARIAT,KALKAJI MANDIR,2.29,73.92,33.47,15,Single,maintenance
125857,2022-01-07,NOIDA CITY CENTRE,CHANDNI CHOWK,7.44,175.41,62.63,20,Smart Card,maintenance
1600,2024-09-06,DILSHAD GARDEN,MANDI HOUSE,7.25,61.34,102.98,19,Single,peak
9361,2023-07-24,HAUZ KHAS,KALKAJI MANDIR,6.3,110.14,72.21,26,Tourist Card,festival
82222,2024-11-30,MANDI HOUSE,KASHMERE GATE,6.08,41.43,31.16,14,Smart Card,festival
126608,2023-09-18,NOIDA CITY CENTRE,JANAKPURI WEST,9.81,187.52,21.53,18,Smart Card,festival
113075,2022-10-22,NEW DELHI,CENTRAL SECRETARIAT,1.28,180.47,10.17,27,Tourist Card,peak
70814,2023-07-31,DILSHAD GARDEN,KALKAJI MANDIR,12.77,101.28,76.86,16,Tourist Card,off-peak
42835,2024-03-02,NOIDA CITY CENTRE,AIIMS,9.35,170.1,26.37,18,Tourist Card,festival
49439,2024-07-01,CENTRAL SECRETARIAT,HAUZ KHAS,5.37,69.22,102.25,27,Tourist Card,maintenance
15513,2024-09-05,MANDI HOUSE,LAXMI NAGAR,8.58,14.93,58.46,15,Tourist Card,maintenance
